1 "ABBOTT, HARVEY L."
4448 "Munzova-Demlova, Marie"
4449 "Murata, Kentaro"
4450 "Murata, Leo"
4451 "Muraz, Gilbert"
4452 "Murdeshwar, Mangesh G."
4453 "Murdock, W. L."
4454 "Murnaghan, Francis D."
4455 "Murphy, Brian"
4456 "Murphy, Owen J."
4457 "Murray, Alan"
4458 "Murtagh, Fionn D."
4459 "Murthy, Narayan S."
4460 "Murty, U. S. R."
4461 "Murty, Vedula N."
4462 "Mushenheim, H. G."
4463 "Mushkin, M."
4464 "Muth, Peter"
4465 "Mutt"
4466 "Mycielski, Jan"
4467 "Myers, W. L."
4468 "Mynhardt, Christina M."
4469 "Myrvold, Wendy J."
4470 "Mysak, Lawrence"
4471 "Nadai, Laszlo"
4472 "Nadon, Jacqueline"
4473 "Nagasaka, Kenji"
4474 "Nagasawa, Masao"
4475 "Nagle, Brendan"
4476 "Nagy, Zsigmond"
4477 "Naik, Ranjan N."
4478 "Naiman, Daniel Q."
4479 "Nair, Mohan"
4480 "Nair, Vijayan N."
4481 "Nakada, Hitoshi"
4482 "Nakamura, Masahiro"
4483 "Nakamura, Yutaka"
4484 "Nakashima, Junichiro"
4485 "Namioka, Isaac"
4486 "Naor, Joseph"
4487 "Naor, Moni"
4488 "Nara, Chie"
4489 "Narasimhan, Giri"
4490 "Narasimhan, L. S."
4491 "Narayan, Darren A."
4492 "Narayan, Prakash"
4493 "Narcowich, Francis J."
4494 "Narkiewicz, Wladyslaw"
4495 "Narlikar, M. J."
4496 "Naserasr, Reza"
4497 "Nash, David"
4498 "Nash, John Charles Martin"
4499 "Nash-Williams, Crispin St. John Alvah"
4500 "Nastansky, Ludwig"
4501 "Nath, G. Baikunth"
4502 "Nath, Prem"
4503 "Nathaniel, Ram"
4504 "Nation, James B."
4505 "Navarro-Bermudez, Francisco J."
4506 "Nazir, Abdur Rahman"
4507 "Ndunda, Mutindi"
4508 "Nebesky, Ladislav"
4509 "Nedela, Roman"
4510 "Negatu, Aregahegn"
4511 "Negrepontis, Stelios"
4512 "Nehari, Zeev"
4513 "Neidleman, L. D."
4514 "Nel, Louis D."
4515 "Nelson, Evelyn"
4516 "Nelson, Roy"
4517 "Nemeth, Evi"
4518 "Nemeth, Geza"
4519 "Nemeti, Istvan"
4520 "Nemetz, Tibor O. H."
4521 "Nemhauser, George L."
4522 "Nersesyan, A. B."
4523 "Nesetrilova, Helena"
4524 "Nesterenko, Yuri V."
4525 "Netanyahu, Nathan S."
4526 "Neubrunn, Tibor"
4527 "Neubrunova, Anna"
4528 "Neufeld, Eric M."
4529 "Neufeld, Eugene"
4530 "Neumann Lara, Victor"
4531 "Neumann, Bernhard Hermann"
4532 "Neumann, Michael"
4533 "Neumann, Peter M."
4534 "Neuwirth, Jerome H."
4535 "Nevai, Paul G."
4536 "Neven, Frank"
4537 "Nevzorov, Valery B."
4538 "Newberry, R. S."
4539 "Newborn, Monroe M."
4540 "Newman, Charles M."
4541 "Newman, Ilan"
4542 "Newman, Mark J."
4543 "Newman, Michael F."
4544 "Newman, Morris"
4545 "Ng, C. P."
4546 "Ng, Che That"
4547 "Ng, Meei Pyng"
4548 "Ng, Michele"
4549 "Nguyen Huy Xuong"
4550 "Nguyen Minh Tuan"
4551 "Nguyen Van Ngoc"
4552 "Nguyen Van Su"
4553 "Nguyen Xuan Ky"
4554 "Ni, Jin"
4555 "Nicol, Charles A."
4556 "Nicolau, Artur"
4557 "Nicolau, Edmond"
4558 "Nicolescu, Miron"
4559 "Niedermeyer, Frank"
4560 "Niederreiter, Harald"
4561 "Nielsen, Ove Steen"
4562 "Nieminen, Juhani"
4563 "Nienhuys, Jan Willem"
4564 "Niepel, L'udovit"
4565 "Nikolakos, P. N."
4566 "Nikolopoulos, Stavros D."
4567 "Nilsson, Per"
4568 "Nisan, Noam"
4569 "Nishiura, Togo"
4570 "Nisida, Tosio"
4571 "Nitecki, Zbigniew H."
4572 "Nitzan, Abraham"
4573 "Nobili, Paolo"
4574 "Noetzel, Andrew S."
4575 "Nogueira, Arnaldo C. R."
4576 "Nolte, William D., Jr."
4577 "Nomura, Kazumasa"
4578 "Nonay, Gillian M."
4579 "Nordhaus, Edward Alfred"
4580 "Nori, Vijay S."
4581 "Norman, Robert Z."
4582 "Norris, Michael J."
4583 "Norton, Simon P."
4584 "Nouh, Jamal"
4585 "Novelli, Jean-Christophe"
4586 "Novotny, Karen S."
4587 "Nowakowski, Richard J."
4588 "Nowicki, Krzysztof"
4589 "Nuij, Willem"
4590 "Null, Gilbert"
4591 "Nulton, James D."
4592 "Nummelin, Esa"
4593 "Nurmela, Kari J."
4594 "Nussinov, Ruth"
4595 "Nyhus, Crystal"
4596 "Nyikos, Peter J."
4597 "Nyu, V."
4598 "O'Brien, Gordon E."
4599 "O'Bryant, Kevin"
4600 "O'Cinneide, Colm Art"
4601 "O'Connor, Angela"
4602 "O'Leary, Robbin"
4603 "O'Neil, Elizabeth J."
4604 "O'Neil, Peter V."
4605 "O'Neil, Toby C."
4606 "O'Neill, Barrett"
4607 "O'Rourke, Joseph"
4608 "Obeysekera, Jayantha T. B."
4609 "Obrenic, Bojana"
4610 "Obretenov, Apostol"
4611 "Oden, Kevin"
4612 "Odoni, R. W. K."
4613 "Odor, Tibor"
4614 "Oehmke, Robert H."
4615 "Oeser, Oscar A."
4616 "Offer, T."
4617 "Ogden, R. D."
4618 "Ohnishi, Isamu"
4619 "Ojha, Aparajila"
4620 "Okada, Koji"
4621 "Okamoto, Eiji"
4622 "Olariu, Stephan"
4623 "Olaru, Elefterie"
4624 "Olesky, D. Dale"
4625 "Oliver, Dale R."
4626 "Olson, John E."
4627 "Olsson, Jorn Borling"
4628 "Omura, Jim K."
4629 "Ondrechen, Mary Jo"
4630 "Onishi, Hironori"
4631 "Onn, Shmuel"
4632 "Ono, Ken"
4633 "Onyszchuk, I. M."
4634 "Oppenheim, Rosa"
4635 "Oral, Haluk"
4636 "Oravas, Monica A."
4637 "Ord, J. Keith"
4638 "Orey, Steven"
4639 "Orland, George"
4640 "Orlitsky, Alon"
4641 "Ornstein, Donald Samuel"
4642 "Orr, Kent E."
4643 "Osborn, J. Marshall"
4644 "Osgood, Charles F."
4645 "Ostaszewski, Adam J."
4646 "Ostergard, Patric R. J."
4647 "Osterreicher, Ferdinand"
4648 "Osthus, Deryk"
4649 "Ostrand, Phillip A."
4650 "Ostrovsky, Rafail"
4651 "Ostrowski, Alexander M."
4652 "Ota, Katsuhiro"
4653 "Ott, Teunis J."
4654 "Otten Marcus"
4655 "Ouellet, Michel"
4656 "Ouyang, Liang Yuh"
4657 "Ouyang, Zhao"
4658 "Owens, Margaret A."
4659 "Owens, Peter John"
4660 "Oxley, James G."
4661 "Ozarow, Lawrence H."
4662 "Ozban, A. Y."
4663 "Ozery, Michal"
4664 "P'an, Ch'iao Sung"
4665 "Pachl, Jan K."
4666 "Pachter, Lior"
4667 "Padmanabhan, A. R."
4668 "Padmanabhan, R."
4669 "Padmawar, Vidyasagar Ramchandra R."
4670 "Paganoni, Luigi"
4671 "Paige, Lowell J."
4672 "Pak, Igor"
4673 "Pal, Laszlo Gyorgy"
4674 "Pal, Sudebkumar Prasant"
4675 "Palacios, Jose Luis"
4676 "Palagallo, Judith A."
4677 "Palasti, Ilona"
4678 "Pales, Zsolt"
4679 "Palko, Michael"
4680 "Palko, Vladimir"
4681 "Pambuccian, Victor V."
4682 "Pan, Jiaofeng"
4683 "Pan, Yi Fei"
4684 "Panario, Daniel"
4685 "Pancoska, Petr"
4686 "Panda, B. S."
4687 "Pang, Myung-Yull"
4688 "Paninski, R."
4689 "Pankratz, Alan"
4690 "Panteleeva, Elena I."
4691 "Paoli, Madeleine"
4692 "Paolo, Sibani"
4693 "Papaioannou, Alexis"
4694 "Paper, Herbert H."
4695 "Pare, Robert"
4696 "Pareek, Chandra Mohan"
4697 "Paris, Jeffrey B."
4698 "Park, Se-Won"
4699 "Parker, R. Gary"
4700 "Parker, Richard A."
4701 "Parkin, Thomas R."
4702 "Parkinson, Dennis"
4703 "Parks, Dolores A."
4704 "Parks, Harold R."
4705 "Parnami, J. C."
4706 "Parnas, Michal"
4707 "Parnes, Milton N."
4708 "Parr, William C."
4709 "Parreau, Francois"
4710 "Parry, William"
4711 "Parsons, Lee"
4712 "Parter, Seymour V."
4713 "Partington, Jonathan R."
4714 "Pasini, Antonio"
4715 "Pasquini, Lionello"
4716 "Passow, Eli"
4717 "Pasta, John R."
4718 "Pasteka, Milan"
4719 "Pastijn, Francis"
4720 "Pasztor, C."
4721 "Pasztor, Endrene"
4722 "Patashnik, Oren"
4723 "Patel, Pratiksha"
4724 "Paterson, Michael S."
4725 "Pathak, Pramod K."
4726 "Pathria, Raj K."
4727 "Patil, Ganapati P."
4728 "Patruno, Gregg N."
4729 "Patt-Shamir, Boaz"
4730 "Paturi, Ramamohan"
4731 "Pauc, Christian Y."
4732 "Paul, Jerome L."
4733 "Paul, Wolfgang J."
4734 "Paulsen, Frank"
4735 "Paulsen, William H."
4736 "Paun, Gheorghe"
4737 "Pavicic, Mladen"
4738 "Payne, Stanley E."
4739 "Payne, Thomas H."
4740 "Paz, Azaria"
4741 "Peachey, Judith B."
4742 "Pearcy, Carl M."
4743 "Pearson, John Frederick"
4744 "Pebody, Luke"
4745 "Pecaric, Josip E."
4746 "Peck, G. W."
4747 "Pedersen, Christian Norgaard Storm"
4748 "Pedersen, Jacob Morch"
4749 "Pedersen, Jean J."
4750 "Pedersen, Paul"
4751 "Pedicini, Marco"
4752 "Peetre, Jaak"
4753 "Pegram, G. G. S."
4754 "Peherstorfer, Franz"
4755 "Pei, Ding Yi"
4756 "Peile, Robert E."
4757 "Pein, J."
4758 "Peitgen, Heinz-Otto"
4759 "Pelant, Jan"
4760 "Peled, Irit"
4761 "Peled, Uri N."
4762 "Peleg, David"
4763 "Peligrad, Magda"
4764 "Pelikan, Jozsef"
4765 "Pelillo, Marcello"
4766 "Pellegrini, Marco"
4767 "Pellerin, Arthur"
4768 "Pelletier, Donald H."
4769 "Pellikaan, Ruud"
4770 "Peloso, Marco M."
4771 "Pemantle, Robin"
4772 "Pendurkar, Rajesh"
4773 "Peng, Li Zhong"
4774 "Peng, Tsu Ann"
4775 "Peng, Yee-Hock"
4776 "Peng, Yuejian"
4777 "Penny, David"
4778 "Penrice, Stephen G."
4779 "Peralta, Rene"
4780 "Pereira, Francisco"
4781 "Perelli, Alberto"
4782 "Perennes, Stephane"
4783 "Perepelitsa, I. G."
4784 "Peres, Yuval"
4785 "Perez-Gonzalez, Fernando-2"
4786 "Perfect, Hazel"
4787 "Perkel, Manley"
4788 "Perkins, Edwin A."
4789 "Perkovic, Ljubomir"
4790 "Perl, Yehoshua"
4791 "Perles, Micha A."
4792 "Perlis, Robert"
4793 "Perold, Andre F."
4794 "Peters, Joseph G."
4795 "Peters, Kenneth"
4796 "Peters, Thomas J."
4797 "Petersdorf, M."
4798 "Petersen, Holger"
4799 "Petersen, Karl"
4800 "Peterson, Brian"
4801 "Peterson, Gordon E."
4802 "Petersson, Ola"
4803 "Pethe, S. P."
4804 "Petho, Arpad"
4805 "Petho, Attila"
4806 "Petrank, Erez"
4807 "Petridis, Yiannis N."
4808 "Petro, John"
4809 "Petrovic, Vojislav"
4810 "Petrovitch, Michel"
4811 "Petruska, Gyorgy"
4812 "Petty, Clinton M."
4813 "Pfaff, John"
4814 "Pfanzagl, Johann"
4815 "Pfeifer, Dietmar"
4816 "Phatak, Dhananjay S."
4817 "Phelps, Robert R."
4818 "Phillips, Eileen"
4819 "Phillips, John W."
4820 "Phillips, Nicholas C. K."
4821 "Phillips, Ralph S."
4822 "Phillips, Steven John"
4823 "Piatko, Christine D."
4824 "Piazza, Barry"
4825 "Pica, Giustina"
4826 "Picco, Pierre"
4827 "Pick, Achim"
4828 "Pickel, P. Fred"
4829 "Pickert, Gunter"
4830 "Pieczenik, George"
4831 "Pierce, Stephen J."
4832 "Pietsch, Christian"
4833 "Piff, Mike J."
4834 "Pigno, Louis"
4835 "Pike, David A."
4836 "Pila, Jonathan"
4837 "Pilcher, Martha G."
4838 "Pillai, S. Sivasankaranarayana"
4839 "Pillay, Anand"
4840 "Pillone, D."
4841 "Pinchasi, Rom"
4842 "Pinchuk, Bernard"
4843 "Pinner, Christopher G."
4844 "Pinter, Akos"
4845 "Pinter, F."
4846 "Pintz, Janos"
4847 "Piotrowski, Wiktor"
4848 "Pippenger, Nicholas J."
4849 "Piret, Philippe M."
4850 "Piroska, Gabor"
4851 "Pisanski, Tomaz"
4852 "Pitassi, Toniann"
4853 "Pitman, James W."
4854 "Pitman, Jane"
4855 "Pitt, Loren D."
4856 "Pittel, Boris"
4857 "Pitts, Andrew M."
4858 "Pixley, Alden F."
4859 "Placzek, G."
4860 "Plaisted, David A."
4861 "Plantholt, Michael J."
4862 "Plassmann, Paul"
4863 "Plaxton, C. Gregory"
4864 "Pleasants, Peter Arthur Barry"
4865 "Plebanek, Grzegorz"
4866 "Plesnik, Jan"
4867 "Pless, Vera S."
4868 "Plochinski, Kenneth"
4869 "Plotkin, Serge A."
4870 "Pluhar, Andras"
4871 "Plummer, Michael D."
4872 "Pnueli, Amir"
4873 "Poguntke, Werner"
4874 "Poh, Roger K. S."
4875 "Poisson, Christopher"
4876 "Polat, Norbert"
4877 "Polimeni, Albert D."
4878 "Poljak, Svatopluk"
4879 "Pollak, Henry Otto"
4880 "Pollara, Fabrizio"
4881 "Pollingher, Adolf"
4882 "Pollington, Andrew D."
4883 "Polya, George"
4884 "Pommerenke, Christian"
4885 "Poonen, Bjorn"
4886 "Popken, J."
4887 "Poplove, A. L."
4888 "Popov, Vasil Atanasov"
4889 "Porat, Sara"
4890 "Porcelli, Pasquale"
4891 "Poreda, Tadeusz"
4892 "Porta, Horacio A."
4893 "Porteous, M. I."
4894 "Porter, Bruce J."
4895 "Porter, Harry H."
4896 "Porter, R. Burr"
4897 "Porter, T. D."
4898 "Porubsky, Stefan"
4899 "Poschel, Reinhard"
4900 "Posluszny, Jeffrey"
4901 "Posner, David B."
4902 "Posner, Edward C."
4903 "Post, Karel Albertus"
4904 "Postnikova, Ludmila P."
4905 "Potter, Walter D."
4906 "Pounder, James R."
4907 "Pour-El, Marian Boykan"
4908 "Pouzet, Maurice"
4909 "Powell, Barry J."
4910 "Power, Anthony John"
4911 "Powers, David L."
4912 "Powers, Victoria"
4913 "Pradhan, Dhiraj K."
4914 "Praeger, Cheryl E."
4915 "Pranesachar, C. R."
4916 "Prasad, D. Chithra"
4917 "Prasad, Dipendra"
4918 "Prasad, Jagdish"
4919 "Prasad, Vidhu S."
4920 "Prather, Carl L."
4921 "Pratt, Vaughan R."
4922 "Preece, Donald A."
4923 "Preissmann, Myriam"
4924 "Prekopa, Andras"
4925 "Preparata, Franco P."
4926 "Prescott, Philip"
4927 "Presley, Darryl"
4928 "Prestel, Alexander"
4929 "Prestin, Jurgen"
4930 "Preston, Gordon B."
4931 "Price, Thomas E., Jr."
4932 "Prikry, Karel"
4933 "Primak, Mordukh E."
4934 "Prins, Geert"
4935 "Pritchard, A. D."
4936 "Pritikin, Dan"
4937 "Pritsker, Igor E."
4938 "Proctor, Robert A."
4939 "Prodinger, Helmut"
4940 "Promel, Hans Jurgen"
4941 "Proskurowski, Andrzej"
4942 "Protasov, Igor"
4943 "Provan, J. Scott"
4944 "Pruitt, William E."
4945 "Przymusinski, Teodor C."
4946 "Pu, Calton"
4947 "Pudlak, Pavel"
4948 "Puech, Joel"
4949 "Pukanszky, Lajos"
4950 "Pulleyblank, William R."
4951 "Pultr, Ales"
4952 "Purcell, S."
4953 "Purdy, Carla Neaderhouser"
4954 "Puri, Madan Lal"
4955 "Purisch, Steve"
4956 "Pursley, Michael B."
4957 "Purwanto"
4958 "Putinar, Mihai"
4959 "Putnam, Calvin R."
4960 "Putnam, Chris"
4961 "Putnam, Craig"
4962 "Putterman, Seth J."
4963 "Pym, John S."
4964 "Qi, Anmin"
4965 "Qin, Jun"
4966 "Quackenbush, Robert W."
4967 "Quak, Ewald"
4968 "Quass, Dallan"
4969 "Queen, Larissa"
4970 "Queffelec, Herve"
4971 "Quimpo, N. F."
4972 "Quinn, Forrest"
4973 "Quintana, Juan A."
4974 "Quintas, Louis V."
4975 "Quisquater, Jean-Jacques"
4976 "Raab, David"
4977 "Rabani, Yuval"
4978 "Rabin, Michael O."
4979 "Rabinovich, Asya"
4980 "Rabinovich, Yuri"
4981 "Rabinovitch, Avinoam"
4982 "Rabinovitch, Issie"
4983 "Rabinowitz, Philip"
4984 "Rabus, Mariusz"
4985 "Rackoff, Charles W."
4986 "Racsko, P."
4987 "Radcliffe, Andrew J."
4988 "Radin, Charles"
4989 "Radjavi, Heydar"
4990 "Rado, Francisc"
4991 "Radosavljevic, Zuran"
4992 "Radziszowski, Stanislaw P."
4993 "Raftery, Adrian E."
4994 "Ragde, Prabhakar"
4995 "Raghavachari, Balaji"
4996 "Raghuram, A."
4997 "Rahat, Ofer"
4998 "Rahimi, M. A."
4999 "Rahman, Qazi Ibadur"
5000 "Rahmy, E."
5001 "Raines, Michael E."
5002 "Rains, Eric M."
5003 "Rains, Michael"
5004 "Rajagopal, Cadambathur Tiruvenkatacharlu.5000"
5005 "Rajagopalan, Minakshisundaram"
5006 "Rajagopalan, Sridhar"
5007 "Rajan, C. S."
5008 "Rajappan, K. P."
5009 "Rajarshi, M. B."
5010 "Rajput, Balram S."
5011 "Rajsbaum, Sergio"
5012 "Ralescu, Stefan S."
5013 "Rall, Douglas F."
5014 "Ramachandra Rao, A."
5015 "Ramakrishnan, Dinakar"
5016 "Ramakrishnan, S."
5017 "Ramamritham, Krithi"
5018 "Ramanathan, K. G."
5019 "Ramare, Olivier"
5020 "Ramesh, Aparna"
5021 "Ramesh, Hariharan"
5022 "Ramharter, Gerhard"
5023 "Ramm, Alexander G."
5024 "Rampon, Jean-Xavier"
5025 "Ran, Andre C. M."
5026 "Randall, Dana J."
5027 "Randall, Jim"
5028 "Randall, M."
5029 "Randels, W. C."
5030 "Randolph, William"
5031 "Ranga Rao, R."
5032 "Ranjan, Desh"
5033 "Rao Hebbare, Surya Prakash"
5034 "Rao, Bopeng"
5035 "Rao, Calyampudi Radhakrishna"
5036 "Rao, J. N. K."
5037 "Rao, K. Murali"
5038 "Rao, K. P. S. Bhaskara"
5039 "Rao, M. Bhaskara"
5040 "Rao, T. J."
5041 "Raouj, A."
5042 "Raphael, Louise A."
5043 "Raphael, Marc"
5044 "Rapoport, Rebecca"
5045 "Rappaport, David"
5046 "Rappoport, Lihu"
5047 "Rardin, Ronald L."
5048 "Rasala, April"
5049 "Rashidi, Reza"
5050 "Rasmussen, David J."
5051 "Rasmussen, Steen"
5052 "Raspaud, Andre"
5053 "Rataj, Jan"
5054 "Rathbone, C. R."
5055 "Ratschek, Helmut"
5056 "Ratti, Jogindar S."
5057 "Rautenbach, Dieter"
5058 "Ravid, Yiftach"
5059 "Ravindra, G."
5060 "Rawlinson, Kim T."
5061 "Ray-Chaudhuri, Dijen K."
5062 "Rayburn, Marlon C."
5063 "Rayburn, Nell K."
5064 "Raymon, Louis"
5065 "Raynaud, Michel"
5066 "Razborov, Alexander Alexandrovich"
5067 "Razen, Reinhard A."
5068 "Read, Ronald Cedric"
5069 "Recski, Andras"
5070 "Redei, Laszlo"
5071 "Redheffer, Raymond M."
5072 "Redys, D. Z."
5073 "Reece, Marilyn"
5074 "Reed, Bruce A."
5075 "Reed, George M."
5076 "Reeds, James A."
5077 "Rees, Rolf Stephen"
5078 "Regan, F."
5079 "Regan, Kenneth W."
5080 "Regener, Eric"
5081 "Reich, Edgar"
5082 "Reichaw, Meir"
5083 "Reichbach, Marian"
5084 "Reichman, Jack Z."
5085 "Reid, James L."
5086 "Reid, K. Brooks"
5087 "Reidpath, Daniel D."
5088 "Reiman, Martin I."
5089 "Reimann, Jozsef"
5090 "Reimer, Dave"
5091 "Reingold, Edward M."
5092 "Reinhardt, William N."
5093 "Reinhart, Georg Martin"
5094 "Reinhold, Jurgen"
5095 "Reischuk, Rudiger"
5096 "Reiterman, Jan"
5097 "Reitwiesner, George W."
5098 "Rejto, Lidia"
5099 "Remmel, Jeffrey B."
5100 "Renous, Raphael"
5101 "Renyi, Kato"
5102 "Repicky, Miroslav"
5103 "Reuter, Benny J."
5104 "Reuter, Klaus"
5105 "Revesz, Gabor"
5106 "Revesz, Szilard Gyorgy"
5107 "Rexford, Jennifer"
5108 "Reyes, Gonzalo E."
5109 "Reyes, Miguel"
5110 "Reynolds, Robert"
5111 "Rezakhanlou, Fraydoun"
5112 "Rhemtulla, Akbar H."
5113 "Rhoads, D."
5114 "Rhodes, John"
5115 "Riccio, Laura"
5116 "Rice, Adrian C."
5117 "Rice, Stephen O."
5118 "Richards, Dana S."
5119 "Richards, Diana"
5120 "Richards, Whitman A."
5121 "Richardson, Moses"
5122 "Richert, Hans-Egon"
5123 "Richman, David Ross"
5124 "Richter, R. Bruce"
5125 "Richter, Stefan"
5126 "Richter-Dyn, Nira"
5127 "Rickard, John A."
5128 "Rickey, V. Frederick"
5129 "Ricklin, Moty"
5130 "Riddell, James"
5131 "Rider, Daniel G."
5132 "Ridley, James N."
5133 "Ridout, D."
5134 "Riecanova, Zdenka"
5135 "Rieders, Eric"
5136 "Riehl, Arthur M."
5137 "Riemenschneider, Sherman D."
5138 "Riesz, Frigyes"
5139 "Rigby, John F."
5140 "Riman, Janos"
5141 "Rinat, Ran"
5142 "Rindler, Harald"
5143 "Rinfret, Denis"
5144 "Ringeisen, Richard D."
5145 "Ringel, Gerhard"
5146 "Ringrose, Christopher J."
5147 "Rinne, Dan"
5148 "Rinnooy Kan, Alexander H. G."
5149 "Rinott, Yosef"
5150 "Riordan, John"
5151 "Riordan, Oliver"
5152 "Rippon, Philip J."
5153 "Riskin, Adrian"
5154 "Rissanen, Jorma"
5155 "Rival, Ivan"
5156 "Rivat, Joel"
5157 "Rivenburgh, Reid D."
5158 "Rivera-Campo, Eduardo"
5159 "Rivera-Vega, Pedro I."
5160 "Rivest, Ronald L."
5161 "Rivlin, Theodore J."
5162 "Robalewska, Hanna D."
5163 "Robbins, Herbert"
5164 "Robbins, John G."
5165 "Robert, Jean-Marc"
5166 "Roberts, Fred S."
5167 "Roberts, George A."
5168 "Roberts, John A."
5169 "Roberts, Mark L."
5170 "Robertson, Jack"
5171 "Robertson, John S."
5172 "Robertson, M. M."
5173 "Robertson, Malcolm S."
5174 "Robertson, Steven E."
5175 "Robin, Guy"
5176 "Robins, Sinai"
5177 "Robinson, Abraham"
5178 "Robinson, David Foster"
5179 "Robinson, Lawrence C."
5180 "Robinson, M. L."
5181 "Robinson, Peter J."
5182 "Robinson, Stephen M."
5183 "Robson, John Michael"
5184 "Rochberg, Richard"
5185 "Rockett, Andrew M."
5186 "Rockey, John"
5187 "Rockmore, Daniel N."
5188 "Rodeh, Michael"
5189 "Rodemich, Eugene R."
5190 "Rodger, Chris A."
5191 "Rodin, Burton"
5192 "Roditty, Yehuda"
5193 "Rodman, Leiba"
5194 "Roesler, Friedrich"
5195 "Rogers, Douglas G."
5196 "Rogers, Kenneth"
5197 "Rogers, Kevin M."
5198 "Rogers, Thomas D."
5199 "Rogosinski, Werner W."
5200 "Rogoyski, Eric"
5201 "Rohrbach, Hans"
5202 "Rohrlich, David E."
5203 "Roichman, Yuval"
5204 "Roitman, Judith"
5205 "Rokowska, Barbara"
5206 "Rolewicz, Stefan"
5207 "Romanik, Kathleen"
5208 "Romberg, B. W."
5209 "Ron, Amos"
5210 "Ron, Dana"
5211 "Ronen, Amir"
5212 "Ronyai, Lajos"
5213 "Rooney, Joe"
5214 "Roscoe, A. W. (Bill)"
5215 "Rose, Donald J."
5216 "Rosen, Adi"
5217 "Rosen, David"
5218 "Rosen, Eric"
5219 "Rosen, Jay S."
5220 "Rosen, Michael I."
5221 "Rosen, Ronald H."
5222 "Rosenbaum, D. M."
5223 "Rosenbaum, Robert A."
5224 "Rosenbaum, Wilf L."
5225 "Rosenbaum, Zangwill"
5226 "Rosenberg, Alex"
5227 "Rosenberg, Arnold L."
5228 "Rosenberg, Burton"
5229 "Rosenberg, Ivo G."
5230 "Rosenberg, Reinhardt M."
5231 "Rosenblatt, Joseph"
5232 "Rosenblum, Marvin"
5233 "Rosenfeld, Melvin"
5234 "Rosenthal, Haskell P."
5235 "Rosenthal, John W."
5236 "Rosenthal, Robert W."
5237 "Rosier, Louis E."
5238 "Roslanowski, Andrzej"
5239 "Rosolini, Giuseppe"
5240 "Ross, Ian C."
5241 "Ross, Jeffrey A."
5242 "Ross, Kenneth A."
5243 "Ross, Sheldon M."
5244 "Rossi, John F."
5245 "Rosta, Vera"
5246 "Rota, Gian-Carlo"
5247 "Rote, Gunter"
5248 "Roth, Klaus F."
5249 "Roth, Robert Lyle"
5250 "Roth, Ron M."
5251 "Rothblum, Uriel G."
5252 "Rotkiewicz, Andrzej"
5253 "Roush, Fred William"
5254 "Rousseau, Celia K."
5255 "Rousseau, George"
5256 "Rouvray, Dennis H."
5257 "Rovnyak, James"
5258 "Rowe, K. A."
5259 "Rowley, Christopher Andrew"
5260 "Rowley, Ray"
5261 "Rowlinson, Peter"
5262 "Roy, A. B."
5263 "Roy, Bimal K."
5264 "Roy, Marie-Francoise"
5265 "Roy, Yves"
5266 "Royle, Gordon F."
5267 "Rozema, Edward R."
5268 "Rozenman, Eyal"
5269 "Ru, Min"
5270 "Rubani, Yuval"
5271 "Rubin, David S."
5272 "Rubin, Jean E."
5273 "Rubin, Matatyahu"
5274 "Rubinstein, Ariel"
5275 "Rubinstein, David"
5276 "Rubinstein, G. S."
5277 "Rubinstein, Joachim Hyam"
5278 "Rubinstein, Michael"
5279 "Rubinstein, Reuven Y."
5280 "Rucinski, Andrzej"
5281 "Rudich, Steven"
5282 "Rudin, Walter"
5283 "Rudnick, Karl"
5284 "Rudolph, Daniel J."
5285 "Rudolph, Larry"
5286 "Ruehr, Otto G."
5287 "Ruhkin, Andrew L."
5288 "Ruiz, Sergio"
5289 "Rumchev, Ventseslav G."
5290 "Rumely, Robert S."
5291 "Rumsey, Howard C. Jr."
5292 "Runcinski, A."
5293 "Runck, P. O."
5294 "Rung, Donald C."
5295 "Runge, Fritz"
5296 "Rupp, Rudolf"
5297 "Ruppeiner, George"
5298 "Ruscheweyh, Stephan"
5299 "Rush, Jason A."
5300 "Russell, Alexander"
5301 "Russell, David L."
5302 "Russell, Hilton C."
5303 "Ruymgaart, Frits H."
5304 "Ryan, Joseph F."
5305 "Ryba, Alexander J. E."
5306 "Ryff, John V."
5307 "Ryjacek, Zdenek"
5308 "Ryll-Nardzewski, Czeslaw"
5309 "Ryser, Herbert John"
5310 "Ryskov, Sergej S."
5311 "Ryslinkova, Jana"
5312 "Saager, Carsten"
5313 "Saari, Donald G."
5314 "Saaty, Thomas L."
5315 "Saba, Farrokh"
5316 "Sabidussi, Gert"
5317 "Sack, Jorg-Rudiger"
5318 "Sacksteder, Richard"
5319 "Sadeh, Eitan"
5320 "Sadowsky, John S."
5321 "Sadun, Lorenzo"
5322 "Saff, Edward B."
5323 "Safra, Shmuel"
5324 "Safruti, Ido"
5325 "Sag, Tom W."
5326 "Sagan, Bruce Eli"
5327 "Sagan, Hans"
5328 "Sageev, Gershon"
5329 "Sagols, Feliu"
5330 "Sahab, Salem"
5331 "Sahney, Badri N."
5332 "Sahoo, Prasanna K."
5333 "Saido, Hajime"
5334 "Saito, Akira"
5335 "Saito, Nobuji"
5336 "Sakai, Makoto"
5337 "Sakai, Ryozi"
5338 "Sakarovitch, Michel"
5339 "Sakovic, G. N."
5340 "Salas-LaCruz, Jose D."
5341 "Salehi, Ebrahim"
5342 "Salehi, Jawad A."
